,DOB,Image,Summary,Name
349,20-08-1935,https://upload.wikimedia.org/wikipedia/en/a/ab/M._P._Shankar.jpg,"M. P. Shankar (Kannada: ಎಮ್. ಪಿ. ಶಂಕರ್) (20 August 1935 – 17 July 2008) was a veteran Kannada film actor. He acted in films like Satya Harishchandra as 'Veera Baahu', Bhootayyana Maga Ayyu, Ratnamanjari etc.
",M. P. Shankar
350,16-04-1951,https://upload.wikimedia.org/wikipedia/en/1/13/M.S.-Narayana-pic.jpg,"M. S. Narayana (16 April 1951 – 23 January 2015) was a popular and highly respected comedian in Telugu films.[1] He died on 23 January 2015 due to multiple organ failure in Hyderabad.[2]
",M. S. Narayana
351,,https://upload.wikimedia.org/wikipedia/en/6/68/M.V.-Vasudeva-Rao-pic.jpg,"Mudabidri Venkat Rao Vasudeva Rao (c. 1920 – 22 March 2002) was an Indian actor. He entered the film world as a child actor in 1928. He won the Best Actor Award at the 23rd National Film Awards for his role of Choma in the Chomana Dudi (1975), a film based on Shivarama Karanth's novel of the same name.[1]
",M. V. Vasudeva Rao
352,,https://upload.wikimedia.org/wikipedia/en/5/56/Mohan-Makijany-pic.jpg,"Mohan Makijany (24 April 1938 – 10 May 2010), popularly known as Mac Mohan, was an Indian actor, who worked in Hindi cinema.[2] He was known for his villainous roles in films throughout the 1970s and 1980s. He appeared in over 200 films, including Don, Karz, Satte Pe Satta, Zanjeer, Rafoo Chakkar, Shaan, Khoon Pasina, and Sholay.[3][4]
",Mac Mohan
353,,https://upload.wikimedia.org/wikipedia/commons/f/fe/MadanPuri_in_Jeet.jpg,"Madan Puri (1915 – 13 January 1985) was an Indian actor of Hindi and Punjabi films. His brother was Amrish Puri. As a character actor mainly in negative roles (villain), he acted in about 430 films in a career spanning fifty years.[2]
",Madan Puri
354,23-09-1933,https://upload.wikimedia.org/wikipedia/commons/1/1a/Madhu.png,"Madhavan Nair, commonly known by his stage name Madhu, is an Indian film actor, director, producer, and former film studio owner, who works in Malayalam cinema.[4][5]
",Madhu
355,18-04-1947,,"Mahendra Sandhu  (born 18 April 1947) is an Indian film actor, who worked in Hindi film and Punjabi films, most known for Agent Vinod (1977), produced by Rajshri Pictures.[1]
",Mahendra Sandhu
356,09-08-1975,https://upload.wikimedia.org/wikipedia/commons/9/9a/Mahesh_Babu_in_Spyder_%28cropped%29.jpg,"Mahesh Babu  (born Mahesh Ghattamaneni; 9 August 1975) is an Indian film actor, producer, media personality, and philanthropist known for his works in Telugu cinema. He owns the production house G. Mahesh Babu Entertainment Pvt. Ltd. The younger son of veteran Telugu actor Krishna, Mahesh made his cameo as a child artist in Needa (1979), at the age of four, and acted in eight other films as a child artist. He made his debut as a lead actor with Rajakumarudu (1999) and won the State Nandi Award for Best Male Debut.
",Mahesh Babu
357,28-09-1953,https://upload.wikimedia.org/wikipedia/commons/2/2c/MaheshKothare.jpg,"Mahesh Kothare (born 28 September 1953) is an Indian actor, film director and producer of Marathi and Hindi films. He has worked in Indian cinema from a young age and acted in well-known movies such as Raja Aur Runk, Chhota Bhai, Mere Laal, and Ghar Ghar ki Kahani. The well known Hindi song Tu kitni achhi hai tu kitni bholi hai o maa from the film Raja Aur Runk features Kothare as Master Mahesh.
",Mahesh Kothare
358,03-07-1958,https://upload.wikimedia.org/wikipedia/commons/3/3b/Makarand_Deshpande.jpg,"Makarand Deshpande (born 3 July 1958) is an Indian film actor, writer, and director in Hindi, Kannada, Marathi, Telugu, Malayalam cinema, and Indian Theatre. He is often seen in supporting and pivotal roles in various films like Jungle, Sarfarosh, Swades, Makdee, Bbuddah... Hoga Terra Baap and Darna Zaroori Hai where he often plays drunkard, wayfarer, and comic roles. He has directed over 5 films.[1]
",Makrand Deshpande
359,15-06-1944,https://upload.wikimedia.org/wikipedia/en/d/d8/Malaysia_Vasudevan.jpg,"Vasudevan (15 June 1944 – 20 February 2011),[1] known as Malaysia Vasudevan, was a Malaysian Tamil playback singer and actor in the Tamil film industry.
",Malaysia Vasudevan
360,07-09-1951,https://upload.wikimedia.org/wikipedia/commons/2/24/ActorMammootty.jpg,"Muhammad Kutty Paniparambil Ismail (born 7 September 1951),[7] better known by his stage name Mammootty is an Indian film actor and producer who works in Malayalam cinema. In a career spanning four decades, he has appeared in over 400 films, predominantly in Malayalam language and also in Tamil, Telugu, Kannada, Hindi and English.[8]
",Mammootty
361,,,"Mandeep Roy is an Indian film actor in the Kannada film industry. Some of the notable films of Mandeep Roy as an actor include ...Re (2016), Aaptha Rakshaka (2010), Amrithadhare (2005), Kurigalu Saar Kurigalu (2001).
",Mandeep Roy
362,,https://upload.wikimedia.org/wikipedia/commons/3/34/Mani_Damodara_Chakyar.jpg,"Mani Damodara Chakyar (Māni Dāmodara Chākyār) (1946–) is a Kutiyattam and Chakyar Koothu artist in Kerala state of south India. He is a nephew and disciple of legendary guru Nātyāchārya Vidūshakaratnam Padma Shri Māni Mādhava Chākyār. He belongs to the great Mani Chakyar tradition of Koodiyattam and Chakyar koothu.[1]
",Mani Damodara Chakyar
363,1899-02-15,https://upload.wikimedia.org/wikipedia/commons/b/b0/Mani_Madhava_Chakyar.jpg,"Guru Mani Madhava Chakyar (15 February 1899 – 14 January 1990) was a celebrated master performance artist[1] and Sanskrit scholar
[2]
from Kerala, India, considered to be the greatest Chakyar Koothu and Koodiyattam (ancient Sanskrit drama theatre tradition) artist and authority of modern times.[3][4] He was considered as the authority of Abhinaya (the classical Indian acting style) and Nātyaśāstra.
",Mani Madhava Chakyar
364,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Manikkuttan.jpg,"Thomas James, better known by his stage name Manikuttan is an Indian film and television actor.[1]
",Manikuttan
365,,https://upload.wikimedia.org/wikipedia/commons/0/0c/786Manish786.jpg,"Manish Raisinghan[1] (Born 22  July)[2] is an Indian television star famous for his portrayal of Sameer Gheewala in Teen Bahuraniyaan and Siddhant Bharadwaj in Sasural Simar Ka.[3]
",Manish Raisinghani
366,31-07-1953,https://upload.wikimedia.org/wikipedia/en/d/db/Manivannan.jpg,"S. Manivannan Rajagopal (31 July 1953 – 15 June 2013), better known by his mononym Manivannan, was an Indian film actor, director and Tamil activist. In a career spanning three decades, he went from being a story and dialogue writer for director Bharathiraja from 1980–82 to a successful director who thrived in experimenting with different genres, before becoming an actor.[3] With over 400 films to his name, Manivannan was one of the most experienced actors in the field and has directed exactly 50 films.[4] Manivannan was mainly a supporting actor in films and often played the comedian or the villain's role.[3]
",Manivannan
367,01-05-1919,https://upload.wikimedia.org/wikipedia/commons/7/79/Manna-dey.jpg,"Prabodh Chandra Dey (1 May 1919 − 24 October 2013), known by his stage name Manna Dey, was an internationally acclaimed Indian playback singer, music director, musician and Indian classical vocalist. He is considered one of the most versatile and celebrated vocalists of the Hindi film industry.[2][3][4] He was one of the playback singers credited with the success of Indian classical music in Hindi commercial movies.[4] He debuted in the film Tamanna in 1942.  After the song ""Upar Gagan Bishal"" composed by S D Burman he saw success and went on to record more than 4,000 songs till 2013. The Government of India honoured him with the Padma Shri in 1971, the Padma Bhushan in 2005[5] and the Dadasaheb Phalke Award in 2007.[6]
",Manna Dey
368,23-04-1969,https://upload.wikimedia.org/wikipedia/commons/6/63/Manoj_Bajpayee_at_a_promotional_for_Aiyaary.jpg,"Manoj Bajpayee (born 23 April 1969), also credited as Manoj Bajpai, is an Indian film actor who predominantly works in Hindi cinema and has also done Telugu and Tamil language films. He is the recipient of two National Film Awards and four Filmfare Awards. In 2019, he was given India's fourth-highest civilian honor Padma Shri for his contributions to art.
",Manoj Bajpai
369,,https://upload.wikimedia.org/wikipedia/commons/3/31/Manoj_Joshi_at_Bhopal.JPG,"Manoj Joshi is an Indian film and television actor of Gujarati origin.[1] After graduating from Sir J.J. School of Arts, he began his career in Marathi theatre, also putting up performances in Gujarati and Hindi theatre. He has also acted in over 60 films since 1998, many of his roles being comedy.
",Manoj Joshi
370,15-03-1966,https://upload.wikimedia.org/wikipedia/commons/0/04/ManojKJayan2016SOP.jpg,"Manoj Kadampoothramadam Jayan, popularly known as Manoj K. Jayan, is an Indian actor who predominantly acts in Malayalam and Tamil films in addition to a few Telugu and Kannada films. Manoj has won three Kerala State Film Award for Second Best Actor, respectively for his portrayals of Hariharan's ""Kuttan Thampuran"" in Sargam (1992), ""Thalakkal Chandu"" in Pazhassi Raja (2009) and ""Kunjiraman"" in Farook Abdul Rahiman's Kaliyachan. His most critically acclaimed characters are ""Kuttan Thampuran"" (Sargam), ""Digambaran"" (Anandabhadram) and ""Thalakkal Chandu"" (Pazhassi Raja).He is known for his polished acting skills and style quotient.
",Manoj K. Jayan
371,24-07-1937,https://upload.wikimedia.org/wikipedia/commons/a/ab/Manoj_Kumar_at_Esha_Deol%27s_wedding_at_ISCKON_temple_10.jpg,"
Manoj Kumar (born Harikishan Giri Goswami[1] on 24 July 1937) is an Indian actor and director in Bollywood. He is remembered for his versatile performances in films like Hariyali Aur Raasta, Woh Kaun Thi?, Himalaya Ki God Mein, Do Badan, Upkar, Patthar Ke Sanam, Neel Kamal, Purab Aur Paschim, Beimaan, Roti Kapda Aur Makaan, Dus Numbri, Sanyasi and Kranti. He is known for acting in and directing films with patriotic themes, and has been given the nickname Bharat Kumar.
",Manoj Kumar
372,20-05-1983,https://upload.wikimedia.org/wikipedia/commons/4/48/Manchu_Manoj.JPG,"Manchu Manoj Kumar is an Indian film actor known for his works exclusively in Telugu cinema. He first appeared at the age of ten as a child artist in Major Chandrakanth. He made his film debut in a leading role with Donga Dongadi in 2004. He received the state Nandi Special Jury Award for his work in Bindaas.
",Manoj Manchu
373,,,"Manoj Tiwari (born 1 February 1971)[2] is an Indian politician, singer and actor serving as the Member of Parliament from North East Delhi. He contested the 2009 general election as a Samajwadi Party candidate from Gorakhpur Lok Sabha but lost to Yogi Adityanath. Again, he contested 2014 Indian general elections as a Bharatiya Janata Party (BJP) candidate and won. He was appointed as Delhi BJP president in 2016 [3]. He was the head of the BJP organisation in Delhi when the party recorded a record victory in 2017 MCD elections .[4] He was a contestant in Bigg Boss.
",Manoj Tiwari
374,15-02-1934,https://upload.wikimedia.org/wikipedia/en/5/5b/MasterHirannaiahImage.jpg,"Hirannaiah or Hirannayya known by his stage name Master Hirannaiah (15 February 1934 – 2 May 2019) was an Indian film actor in the Kannada film industry[4] and a theatre artist in Karnataka, India. Some of the notable films of Master Hirannaiah as an actor include ...Re (2016), Care of Footpath 2 (2015),  No. 73, Shanthi Nivasa (2007).
",Master Hirannaiah
375,23-12-1976,,"Manjunath Nayaker is an Indian actor and public relations professional. He is better known by his screen name Master Manjunath and ""Swami"" for his lead role in the television series Malgudi Days (1987) directed by Shankar Nag and in its film version, Swami And Friends.[1][2]
",Master Manjunath
376,19-01-1906,https://upload.wikimedia.org/wikipedia/en/c/cd/Master-Vinayak-pic.jpg,"Vinayak Damodar Karnataki (19 January 1906 – 19 August 1947) commonly referred to as Master Vinayak was an Indian actor and film director of the 1930s and 1940s.
",Master Vinayak
377,24-10-1935,https://upload.wikimedia.org/wikipedia/en/c/c8/Mehar-Mittal-pic.jpg,"Mehar Mittal (September 1934 – 22 October 2016)[1] was an Indian actor and producer. He is known for playing comic roles in Punjabi Cinema.He is known as the King of Punjabi Comedies. No movie was complete without him being a part of it during his peak time. The audience would look forward of his entry in movies with applause. His comedy could make the audience laugh.To this day his dialogue are remembered. Playback singers like Mohd Rafi and Mahendra Kapoor recorded many song for Mehar Mittal beside singing for the hero of the same film.  [2]
",Mehar Mittal
378,29-09-1932,https://upload.wikimedia.org/wikipedia/commons/e/ef/Actor_Mehmood_Ali_2013_stamp_of_India.jpg,"Mehmood Ali (29 September 1932 – 23 July 2004), popularly known simply as Mehmood, was an Indian actor, singer, director and producer best known for playing comic roles in Hindi films.[1][2] 
",Mehmood
379,,,"Michael Madhu is an Indian film actor in the Kannada film industry.[1] Some of the notable films of Michael Madhu as an actor include Bhajarangi (2013), Shhh! (1993), and Ashwamedha (1990).[2][3][4][5][6]
",Michael Madhu
380,,https://upload.wikimedia.org/wikipedia/commons/f/fc/Milind_Soman_at_the_NDTV_Marks_for_Sports_event_12.jpg,"Milind Soman is an Indian model, actor, film producer and fitness promoter.
",Milind Soman
381,,,"Mahaakshay Chakraborty (born 30 July 1984), also known by the nickname ""Mimoh"", is an Indian actor[1] working in the Hindi film industry. He is the son of Bollywood actor Mithun Chakraborty.[2]
",Mimoh Chakraborty
382,,,"Gourang Chakraborty (born 16 June 1950 at Barisal, East Pakistan province, Dominion of Pakistan, better known by his stage name Mithun Chakraborty (informally referred to as Mithun Da), is an Indian film actor, singer, producer, writer, social worker, entrepreneur, television presenter and a former Rajya Sabha Member of Parliament.[2][3] He is the recipient of two Filmfare Awards and three National Film Awards. He made his acting debut with the art house drama Mrigayaa (1976), for which he won his first National Film Award for Best Actor.[4]
",Mithun Chakraborty
383,16-12-1979,,"Mithun Tejasvi (born 16 December 1979) is an Indian film actor who has acted in Kannada and Tamil language films.[2]
",Mithun Tejaswi
384,23-07-1947,https://upload.wikimedia.org/wikipedia/commons/8/8d/Mohan_Agashe.jpg,"Mohan Agashe (born 23 July 1947)[2] is an Indian psychiatrist and actor. He was awarded the Sangeet Natak Akademi Award in 1996 in theatre.[3]
",Mohan Agashe
385,19-03-1952,https://upload.wikimedia.org/wikipedia/en/2/2d/Mohan-babu-manchu.jpg,"Mohan Babu (born Manchu Bhakthavatsalam on 19 March 1932) is an Indian film actor, director, and producer, known for his works predominantly in Telugu cinema. An alumnus of the Madras Film Institute, Mohan Babu has acted in more than five hundred feature films in lead, supporting and a variety of roles.[1][2][3]
",Mohan Babu
386,21-05-1960,https://upload.wikimedia.org/wikipedia/commons/c/cb/Mohanlal_Viswanathan_Nair_BNC.jpg,"Mohanlal Viswanathan (born 21 May 1960), known mononymously as Mohanlal, is an Indian actor, producer, playback singer, and distributor, who predominantly works in Malayalam cinema. He has had a prolific career spanning over four decades, during which he has acted in more than 340 films. In addition to Malayalam, he has also appeared in other regional Indian films.[2]
",Mohanlal
387,04-09-1945,https://upload.wikimedia.org/wikipedia/commons/d/d9/Mohan_Joshi.jpg,"Mohan Joshi is an Indian film, television and theater actor. He has worked in Hindi, Marathi, Bhojpuri films.
",Mohan Joshi
388,23-08-1956,https://upload.wikimedia.org/wikipedia/commons/6/6b/Mohan_at_IIFA_Utsavam_Chennai_Press_Meet.jpg,"Mohan Rao, known mononymously as Mohan or Mike Mohan[2][3] is an Indian film actor, known for his works predominantly in Tamil cinema, and a few Kannada, Telugu and Malayalam films. He is also known as ""Kokila Mohan"" after his debut film Kokila,[4][5][6] and ""Mike"" from numerous roles playing singers using microphones.[7] In 1982, he received the Filmfare Award for Best Tamil Actor for his work in Payanangal Mudivathillai.[6][8]
",Mohan Rao
389,24-09-1973,,"Mohan Shankar, popularly known as Mohan, is a Kannada film actor, who started his acting career in 2000 with the movie Yaarige Saluthe Sambala. He reached the peak of popularity with movies like Kurigalu Saar Kurigalu, Kothigalu Saar Kothigalu and Malla, also starring Ravichandran. He was born on 24 September 1973 and is happily married. He has turned director with the movie Krishna Nee Late Aagi Baaro starring himself, Ramesh Aravind, Nidhi Subbaiah and Neethu. Mohan is multitalented, and is also a writer. He provided the story of movie Lava Kusha, starring Kannada superstars Shivarajkumar and Upendra, written screenplay and dialogues for more than 20sin(90) films. He is also participated in Bigboss Kannada Season 4 and was also one among the five finalists.
",Mohan Shankar
390,07-01-1988,https://upload.wikimedia.org/wikipedia/commons/a/ae/Mohit_Madaan_pic.jpg,"Mohit Madaan (born 7 January 1988)[1] is an Indian Hindi-film actor. He got recognition by playing the mastermind Bachchan Singh,[2] one of the main characters in the film Aksar 2, a Hindi thriller film directed by Anant Mahadevan,[3] co-starring Zareen Khan and Gautam Rode. The film is the sequel to 2006 hit film Aksar. Mohit Madaan is also credited as Mohit Madan in media.[4]
",Mohit Madaan
391,,https://upload.wikimedia.org/wikipedia/commons/4/49/Mohit_Marwah.jpg,"Mohit Marwah is a Bollywood actor,[1] best known for his debut feature film Fugly,[2] produced by Akshay Kumar, and Raag Desh directed by Tigmanshu Dhulia[3] He has appeared in Short Films such as Strangers in the Night produced by Dharma Productions and directed by Shakun Batra,[4] and in Love Shots produced by Yash Raj Films.
[5]
",Mohit Marwah
392,14-08-1982,https://upload.wikimedia.org/wikipedia/commons/9/9c/Mohit_Raina_%28cropped%29.jpg,"Mohit Raina (born 14 August 1982)[1] is an Indian film and television actor.[2][3] He started his acting career with a science fiction show  Antariksh (2004) and later went on to play a role in Don Muthu Swami (2008). He is best known for the lead role of the Hindu god Shiva in the television series, Devon Ke Dev – Mahadev and Mahabharat, prior to which he had acted in television soap operas including Chehra (2009) and Ganga Kii Dheej (2010). In 2019, he made his Bollywood debut with the action thriller Uri - The Surgical Strike, which ranks among the highest-grossing Indian films of all time.
",Mohit Raina
393,14-08-1961,https://upload.wikimedia.org/wikipedia/commons/9/95/Mohnish_Bahl.jpg,"Mohnish Bahl (born 14 August 1961)[2] is an Indian actor working in the Indian film industry and on Indian television. 
",Mohnish Behl
394,04-12-1910,https://upload.wikimedia.org/wikipedia/commons/9/94/Motilal_Rajvansh_2013_stamp_of_India.jpg,"Motilal Rajvansh (4 December 1910 – 17 June 1965) was an Indian film actor and the winner of Filmfare Best Supporting Actor Award for Devdas (1955) and Parakh (1960).[2][3] He is credited with being among Hindi cinema's first natural actors.
",Motilal
395,,,"Mukesh (born Mukesh Madhavan on 5 March 1956) is an Indian film actor, producer, television presenter, and politician known for his work predominantly in Malayalam cinema, while having appeared in a few Tamil films.He is best known for his comedic roles in films.[1] He was the chairman of Kerala Sangeetha Nataka Academy. Mukesh is the current Member of the Legislative Assembly (M.L.A.) representing the Kollam constituency of Kerala state.
",Mukesh
396,,https://upload.wikimedia.org/wikipedia/commons/8/87/M._Venkaiah_Naidu_presents_the_centenary_award_to_the_Legendary_Singer%2C_Shri_S.P._Balasubrahmanyam%2C_at_the_inauguration_of_the_47th_International_Film_Festival_of_India_%28IFFI-2016%29%2C_in_Panaji%2C_Goa.jpg,"Mukesh Khanna is an Indian television and film actor best known for his portrayal of Shaktimaan in the popular Doordarshan television serial, and Bhishma Pitamah in B. R. Chopra's Mahabharat. He was also the chairman of Children's Film Society India from which he resigned in February 2018.[1][2][3][4] He is the founder and director of Mk Films.[5]
",Mukesh Khanna
397,,https://upload.wikimedia.org/wikipedia/commons/d/df/Mukkamala.jpg,"Mukkamala Krishna Murthy  (1920–1987) was a lawyer turned actor who was active in Telugu movies in the 1950s and the 1960s. He was a stage actor in his student days and was popular in the role of French General Bussy in Bobbili Yuddham, a stage play based on the historical Battle of Bobbili (Bobbili Yuddham). He joined the Telugu film industry in the late 1940s in Madras and played a variety of character roles in a career lasting for about 35 years. He died in 1987.
",Mukkamala
398,05-01-1922,https://upload.wikimedia.org/wikipedia/en/2/2a/Muhammad-Umar-Mukri-pic.jpg,"Mukri also spelled as Muqri (5 January 1922 – 4 September 2000) was an Indian film actor, who worked as a comedian in Hindi films.[1] Born as Muhammad Umar Mukri in Alibagh,in Kokani Muslim Family, he started his film career with the film Pratima along with noted film actor Dilip Kumar in 1945. Subsequently, in career spanning 50 years, he acted in over 600 films.[2]
",Mukri
399,,,"Honnasandra Narasimhaiah Chandrashekar, known popularly as Mukhyamantri Chandru (born 28 August 1953),[1] is an Indian actor and politician. As an actor, he is known for his work in Kannada theatre and cinema. The sobriquet Mukhyamantri (Chief Minister) stuck to his name after the play of the same name that sees him portray the titular role became widely popular. Having portrayed mostly comic and negative roles throughout his career, Chandru is a regarded as a character actor, and has acted in over 500 films since making his debut in 1983.[2][3]
",Mukhyamantri Chandru
400,17-09-1969,https://upload.wikimedia.org/wikipedia/commons/2/25/Mukul_Dev.jpg,"Mukul Dev (born 17 September 1969) is an Indian television and film actor known for his Hindi films, Punjabi films and TV serials and music albums. He has also acted in few Bengali, Tamil, Malayalam, Kannada and Telugu films.[2]
He received the 7th Amrish Puri Award, for excellence in acting for his role in Yamla Pagla Deewana.[3]
",Mukul Dev
401,25-05-1954,https://upload.wikimedia.org/wikipedia/en/c/c1/Murali_%28actor%29.jpg,"Muraleedharan Pillai, popularly known as Murali (Malayalam: മുരളി, 25 May 1954 – 6 August 2009) was an Indian film, stage and television actor and author. He mainly appeared in Malayalam films and a few Tamil films. He won the National Film Award for Best Actor for his portrayal of Appa Mestry, a communist freedom fighter and professional weaver in the 2002 film Neythukaran. Regarded by film critics as one of the greatest actors in Indian cinema, he was known for his powerful portrayal of character roles, lead roles and negative roles.
",Murali Krishna
402,,,"Murali Mohan Maganti (born 24 June 1940) is an Indian film actor, producer, politician and business executive from Telugu cinema.[1] In 1973, Murali Mohan debuted in Jagame Maya, produced by Atluri Poornachandra Rao. He gained recognition with the 1974 film Tirupati, directed by Dasari Narayana Rao.
He has acted in over 350 feature films.[2] He has served in various positions in the National Film Development Corporation (NFDC) and the Andhra Pradesh Film Development Corporation. He was the Honorary President of the Telugu Movie Artists Association until the elections in 2015.[3]
",Murali Mohan
403,19-05-1964,https://upload.wikimedia.org/wikipedia/en/e/ef/Murali_%28Tamil_actor%29.jpg,"(Younger brother)
",Murali Siddalingaiah
404,,https://upload.wikimedia.org/wikipedia/en/0/04/Mysore-Lokesh-kannada-actor.jpg,"Mysore Lokesh (19 May 1947 – 14 October 1994) was an Indian film actor in the Kannada film industry.[1] Some of the notable films of Mysore Lokesh as an actor include Bandhana (1984), Gajapathi Garvabhanga (1989), S. P. Sangliyana Part 2 (1990), Mathe Haditu Kogile (1990).[citation needed]
",Mysore Lokesh
405,,,"Navin Prabhakar[1] is an Indian comedian, singer, actor and a mimicry artist. He is most known for his Pehchan Kaun (Mumbai bar girl) act on The Great Indian Laughter Challenge (2005).[2][3][4] Subsequently, he hosted a mimicry and stand-up show Hello Kaun? Pehchaan Kaun (2008–2009).[5]
",Navin Prabhakar
406,29-11-1908,https://upload.wikimedia.org/wikipedia/en/3/3b/N._S._Krishnan.jpg,"Nagercoil Sudalaimuthu Krishnan, popularly known as Kalaivanar (lit. 'Lover of arts') and also as NSK was an Indian film actor-comedian, theatre artist, playback singer and writer in the early stages of the Tamil film industry – in the 1940s and 1950s. He is considered as the ""Charlie Chaplin of India.""[1]
",N. S. Krishnan
407,23-11-1986,https://upload.wikimedia.org/wikipedia/commons/8/8c/Naga_Chaitanya_at_Shailaja_Reddy_Alludu.png,"Naga Chaitanya is an Indian film actor known for his work in Telugu cinema. He debuted in the 2009 film Josh, directed by newcomer Vasu Varma and produced by Dil Raju.[2] Prior to the release of his first film, he signed his second film with Indira Productions, directed by Gautham Menon.[3] This film Ye Maaya Chesave co-starring Samantha Ruth Prabhu released in 2010, and was a critical and commercial success.[4] His next film Sukumar's 100% Love, co-starring Tamannaah was a super success. This was soon followed by the flop Dhada, co-starring Kajal Aggarwal and Bejawada. Chaitanya also appeared in the movie Autonagar Surya.[5] 2014 saw him in the Manam. In 2016, he starred in two films, the romance drama Premam, co-starring Shruti Haasan, and the thriller Sahasam Swasaga Sagipo.[6] In 2017, he starred in Rarandoi Veduka Chudham.In 2019, he starred in the romantic drama Majili alongside his wife Samantha Akkineni.
",Naga Chaitanya
408,,,"Naga Kiran, from Somarpet, Kodagu, is an Indian actor in Kannada films.[1]  He has also acted in Telugu and Tamil movies.
",Naga Kiran
409,29-08-1959,https://upload.wikimedia.org/wikipedia/commons/0/08/Nagarjuna_at_62nd_Filmfare_awards_south.jpg,"Akkineni Nagarjuna (born 29 August 1959) is an Indian film actor, producer, television presenter, and entrepreneur, primarily known for his works in Telugu language films. He has also worked in some Hindi and Tamil language films. He has received nine state Nandi Awards, three Filmfare Awards South and a National Film Award-Special Mention. In 1996, he produced Ninne Pelladata, which won the National Film Award for Best Feature Film in Telugu.
",Nagarjuna Akkineni
410,27-09-1933,https://upload.wikimedia.org/wikipedia/commons/f/f3/Nagesh2005.jpg,"Nagesh (born Cheyur Krishna Nageshwaran; (27 September 1933 – 31 January 2009)[1][3] was an Indian film actor, mostly remembered for his roles as a comedian during the 1960s.Nagesh Was Born in Dharapuram.He is regarded as one of the most prolific comedians in Tamil cinema. He acted in over 1,000 films from 1958 to 2008, performing in a variety of roles as comedian, lead roles, supporting actor and antagonist. He has also acted in Telugu, Malayalam, Hindi and Kannada films. Nagesh's style of comedy was largely inspired by Hollywood actor Jerry Lewis. Similarities between Nagesh and Lewis earned Nagesh the sobriquet the ""Jerry Lewis of India"". He was also a fantastic dancer. The song ""Kanni Nathiyoram"" in the movie Neerkumizhi shows some of his comic dance skills.
",Nagesh
411,29-10-1961,https://upload.wikimedia.org/wikipedia/commons/7/7a/Kanche-Movie-Audio-Launch-15.jpg," Konidela Nagendra Babu is an Indian actor and producer associated with the Telugu film industry.
",Nagendra Babu
412,19-12-1975,,"Nagendra Prasad is an Indian dance choreographer and actor. He is the youngest son of dance master Mugur Sundar, and younger brother to popular cine artistes Prabhu Deva and Raju Sundaram. He was most noted for his appearance in the song ""Humma Humma"", from the film Bombay.[1] He has also acted in the 2001 super hit Kannada movie Chithra, opposite Rekha Vedavyas a.k.a. Akshara. He also acted in the Kannada movie Manasalla Neene, which was directed by his father – ace choreographer Mugur Sundaram and was the remake of the super hit Telugu movie Manasantha Nuvve, starring Uday Kiran and Reema Sen.[2][3] He has also acted in a tele-serial called ""Maya Machindra"" on STAR Vijay.[4] He took part in Jodi number 1 season 7. He was eliminated in the semi-finals, but his performance in all the rounds were outstanding. He has a dance school, MSM dance school named after his father.
",Nagendra Prasad
413,20-09-1924,https://upload.wikimedia.org/wikipedia/commons/4/45/ANR_wiki.jpg,"Akkineni Nageswara Rao (20 September 1924 – 22 January 2014), widely known as ANR, was an Indian film actor and producer, known for his work predominantly in Telugu cinema. He starred in many landmark films in his seventy five-year career, becoming one of the most prominent figures in the history of Indian cinema.[1] He is considered one of the greatest and most successful actors of Indian cinema and one of the two pillars of Telugu Cinema, along with N.T.Rama Rao. He was one of the instrumental figures in moving the Telugu cinema industry from Madras to Hyderabad in the early 1960s.[2] He established Annapurna Studios in 1975 to provide infrastructural support to the Telugu film industry in Hyderabad. He later started the Annapurna International School of Film and Media within Annapurna Studios in 2011.[3]
",Nageswara Rao Akkineni
414,07-03-1969,,"V. Nagineedu (Telugu: నాగినీడు) is an actor in the South Indian Film Industry who is active in Telugu and Tamil films. He won Nandi Award for Best Villain for his role in Maryada Ramanna.[1][2] He played a similar role in G. S. Karthik's 2013 film Adda.[3][4]
",Nagineedu
415,21-10-2001,,"Shah started his career with an HSBC commercial in 2009, which was not aired in India. Since then, he starred in many television commercials. He was also featured in a Reebok advertisement alongside former India national cricket team captain, Mahendra Singh Dhoni.[1] He has done various small roles for soap operas.[2]
",Namit Shah
416,01-01-1951,https://upload.wikimedia.org/wikipedia/commons/5/56/Nana_Patekar_snapped_at_the_press_meet_for_movie_on_Baba_Amte_06.jpg,"Nana Patekar (born 1 January 1951) is an Indian film actor and writer, philanthropist and filmmaker, mainly working in Hindi and Marathi cinema. 
",Nana Patekar
417,24-02-1984,https://upload.wikimedia.org/wikipedia/commons/0/01/Nani_at_Aaha_Kalyanam_audio_launch_%28cropped%29.jpg,"Nani (born as Naveen Babu Ghanta on 24 February 1984)[1] is an Indian film actor, film producer, media personality, and television presenter primarily known for his work in Telugu cinema, but has also done a few Tamil films. He was an assistant director and worked with Srinu Vaitla and Bapu,[2] before working as an RJ for World Space Satellite in Hyderabad.[3]
",Nani
